,title,price,asin,imageURLHighRes,ratings
54,"Lundberg Family Farms Organic Brown Rice Cakes, 8.5 Ounce",$3.19,B000QY7PQ2,"['https://images-na.ssl-images-amazon.com/images/I/51eIHY3-omL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41RCJcwiUFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51A3NXvqmCL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31v8wqccL5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51q67AaDFVL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51EsIJq0QtL.jpg']",3.9936305732484074
55,"Spectrum Organic Ground Flaxseed, 14 Oz",$4.45,B000QY9SQC,"['https://images-na.ssl-images-amazon.com/images/I/51yx9lsww0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31n6CazetlL.jpg']",4.857142857142857
56,"Advil PM (20 Count) Pain Reliever/Nighttime Sleep Aid Coated Caplet, 200mg Ibuprofen, 38mg Diphenhydramine",$4.97,B000QYI1R4,"['https://images-na.ssl-images-amazon.com/images/I/51TgbQIz08L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51vjlUC7boL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/515GcqHB-QL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41PTnT6J-tL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Jlz4n1weL.jpg']",4.545454545454546
57,"Starbucks House Blend Ground Coffee (Medium), 12 Oz",$6.98,B000R2Z9BQ,"['https://images-na.ssl-images-amazon.com/images/I/417zAIsKAOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41RQLItndBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61rnPEXRVAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41L%2BGwFFzoL.jpg']",3.78125
58,"Arizona Green Tea with Ginseng and Honey, 128 Fl Oz",$2.89,B000R2Z8P8,"['https://images-na.ssl-images-amazon.com/images/I/4109eKfqtAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41aFwpvL2hL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31WreFsDdLL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51volf5vodL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41xxKdFUpeL.jpg']",4.333333333333333
59,"Capri Sun Juice Drink, Orange (10 Count, 6 Fl Oz Each)",$4.04,B000R2Z790,"['https://images-na.ssl-images-amazon.com/images/I/51OGxPPIyfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51fBhtXtWEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51R2w6jO3xL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51uYKTCtYcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61qljaxHISL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Yg-TLy5oL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51pDulIi-tL.jpg']",4.833333333333333
60,"Sunsweet Gold Label Prune Juice, 64 Fl Oz",$5.49,B000R30PP0,"['https://images-na.ssl-images-amazon.com/images/I/41btJ0W1ptL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ZwmpTFnrL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31CyR4myDKL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41AmRxT1ssL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/211m4sROI2L.jpg']",4.833333333333333
61,"Adams Natural Peanut Butter, Creamy, 16 Oz",$3.97,B000R36GMQ,"['https://images-na.ssl-images-amazon.com/images/I/318yIsjmhAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51qy5r7UMjL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/3193O7lIOIL.jpg']",3.8260869565217392
62,"C&amp;H Pure Cane Powdered Confectioners Sugar, 32 Oz",$2.09,B000R4CGYM,"['https://images-na.ssl-images-amazon.com/images/I/512UXbkM3CL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31VLOXvinWL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51OS1TcksSL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/215t0U4eBLL.jpg']",4.3125
63,"S&amp;W Black Beans, 50% Less Sodium, 15 Oz",$1.10,B000R4FGFI,"['https://images-na.ssl-images-amazon.com/images/I/51q2%2BA8sYsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31niwE4yGOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51XbuI%2BlovL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41IBU2%2BVksL.jpg']",4.421052631578948
64,"C&amp;H Pure Cane Dark Brown Sugar, 32 Oz",$2.09,B000R4EL4K,"['https://images-na.ssl-images-amazon.com/images/I/51VtDGzsOYL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31i0Pmyh8cL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51f0QHVygBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Z2A66rMxL.jpg']",4.947368421052632
65,"Nalley Chili, Original Con Carne w/ Beans, 40 oz",$4.38,B000R4FHIY,"['https://images-na.ssl-images-amazon.com/images/I/51p3-%2BeHm-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51XlEWZJ5DL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31GUlREAZPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ZDmfVUHEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51QeELauXQL.jpg']",4.285714285714286
66,"Tapatio Salsa Picante Hot Sauce, 10 Fl Oz",$1.59,B000R4G6JS,"['https://images-na.ssl-images-amazon.com/images/I/414CNfwWK6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/3124%2BX74ObL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41cvUs0xdiL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41PB5JlyKPL.jpg']",4.333333333333333
67,"Krusteaz Pancake Mix, Buttermilk, 56 Oz",$3.65,B000R4H3D6,"['https://images-na.ssl-images-amazon.com/images/I/41NsmuB7PhL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51pX7%2BKRIYL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51%2BMqjjkn4L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61X1WgHwt%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51-ugSkosML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51BieMrc4lL.jpg']",4.321678321678322
68,"Blue Diamond Almonds Nut-Thins Cracker Crisps, Pecan 4.25 Ounce",$2.39,B000R4M8GI,"['https://images-na.ssl-images-amazon.com/images/I/51YdMtvvqOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/413dJPEZKqL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Fgmw9SIGL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41FCpg9gzqL.jpg']",4.306569343065694
69,"Blue Diamond Almonds Nut Thins Cracker Crisps, Original, 4.25 Ounce",$2.79,B000R4NP24,"['https://images-na.ssl-images-amazon.com/images/I/51kP9N5i28L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41iyHLXTplL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41SRdxBD-sL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41mUdjlHh0L.jpg']",4.351351351351352
70,"Almond Breeze Dairy Free Almondmilk, Unsweetened Vanilla, 32 Fluid Ounce",$1.99,B000R738KU,"['https://images-na.ssl-images-amazon.com/images/I/61kuV9lUplL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/3145YQTDfQL.jpg']",4.247787610619469
71,"Almond Breeze Dairy Free Almondmilk, Original, 32 Fluid Ounce",$1.99,B000R737EW,"['https://images-na.ssl-images-amazon.com/images/I/51gwcfKEN1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/411xT3h9z-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31xZMP64N0L.jpg']",4.431818181818182
72,"Bragg Organic Apple Cider Vinegar, 16 Fl Oz",$2.97,B000R73XZ0,"['https://images-na.ssl-images-amazon.com/images/I/41-Kd2aNsGL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41fnPbIRBRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31R7GHsmOHL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51fWN0rQvKL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/419cf6uV6pL.jpg']",4.739130434782608
73,"Muir Glen Canned Tomatoes, Organic Crushed Tomatoes with Basil, No Sugar Added, 28 Ounce Can",$2.59,B000R73YR2,"['https://images-na.ssl-images-amazon.com/images/I/51IXuMq652L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41uYghdd3LL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51yJMnRz82L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61jN5GmhEdL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/518YGvom7jL.jpg']",4.4343891402714934
74,"Muir Glen Organic Pasta Sauce, Tomato Basil, No Sugar Added, 25.5 Ounce Glass Jar",$2.93,B000R70A24,"['https://images-na.ssl-images-amazon.com/images/I/413yliR2F0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51OL1iMX-FL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61HQ0dtpDyL.jpg']",4.277777777777778
75,"Almond Breeze Dairy Free Almondmilk, Vanilla, 32 Fluid Ounce",$1.74,B000R775RW,['https://images-na.ssl-images-amazon.com/images/I/41vnWJIeb1L.jpg'],4.26056338028169
76,"Almond Breeze Dairy Free Almondmilk, Unsweetened Chocolate, 32 Fluid Ounce",$1.74,B000R77WGQ,"['https://images-na.ssl-images-amazon.com/images/I/51GI5bEgfOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31aokD1yDaL.jpg']",3.80327868852459
77,"RICE DREAM Enriched Original Organic Rice Drink, 32 Fluid Ounce ( Packaging May Vary )",$2.82,B000R77DYW,"['https://images-na.ssl-images-amazon.com/images/I/51vf6EeKI9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51EXBOJ4qML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41%2BLAVURaGL.jpg']",4.230769230769231
78,"Muir Glen Canned Tomatoes, Organic Diced Tomatoes, No Sugar Added, 28 Ounce Can",$2.59,B000R71Y4C,"['https://images-na.ssl-images-amazon.com/images/I/51m0MkrZGwL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/515amNYjaKL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ZpG5FehTL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51rXE9QpqkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31leCUjUI1L.jpg']",4.75
79,"Pacific Foods Organic Creamy Roasted Red Pepper &amp; Tomato Soup, 32oz",$4.49,B000R7V3JI,"['https://images-na.ssl-images-amazon.com/images/I/614uXHi8L1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41-GG9GGJpL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/515WwkXkj0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51LtQ5oo5-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/4135ACmidGL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51sV0CrJ0hL.jpg']",4.358208955223881
80,"Pacific Foods Organic Free Range Chicken Broth, Low Sodium, 32oz",$3.79,B000R7X3YQ,"['https://images-na.ssl-images-amazon.com/images/I/612PZFVGz5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41mOUuJ-vEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/515WwkXkj0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51LtQ5oo5-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51sV0CrJ0hL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41-hHLlCIgL.jpg']",4.077922077922078
81,"Pacific Foods Organic Beef Broth, 32oz",$3.79,B000R7YYIK,"['https://images-na.ssl-images-amazon.com/images/I/41MqyPdESLL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/515WwkXkj0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51LtQ5oo5-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/4135ACmidGL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51sV0CrJ0hL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41kK53Q7XxL.jpg']",4.285714285714286
82,"Pacific Foods Organic Free Range Chicken Broth, 8oz, 4-Pack",$4.29,B000R7V3DE,"['https://images-na.ssl-images-amazon.com/images/I/513RctsbcAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/615Ud%2BfnBmL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41wpRTARd1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/515WwkXkj0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51LtQ5oo5-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51sV0CrJ0hL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41sqTfmTF6L.jpg']",4.5
83,"Pacific Foods Organic Vegetable Broth, Low Sodium, 32oz",$3.79,B000R7ZMOU,"['https://images-na.ssl-images-amazon.com/images/I/61YrdY3coiL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ungYinhuL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/515WwkXkj0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51LtQ5oo5-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/4135ACmidGL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41aF7BjLgrL.jpg']",4.17948717948718
84,"Pacific Foods Organic Creamy Tomato Soup, 32oz",$4.39,B000R7YYTO,"['https://images-na.ssl-images-amazon.com/images/I/61fvhSvUgmL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41EYsblUnDL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/515WwkXkj0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51LtQ5oo5-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/4135ACmidGL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51sV0CrJ0hL.jpg']",4.577142857142857
85,"Betty Crocker Fruit Snacks, Gushers, Variety Snack Pack, 6 Pouches, 0.9 oz Each",$2.29,B000R91CRO,"['https://images-na.ssl-images-amazon.com/images/I/51Cg3OqdhIL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Q0YnmMZhL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61rHz5SB8GL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/617mxK1T0HL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Rz4LKfzlL.jpg']",4.416
86,"Ziploc Slider Storage Bags, Quart, 20 Count",$2.96,B000R93IZ8,"['https://images-na.ssl-images-amazon.com/images/I/51zDPZp-jSL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51DIqMESBkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41QWfvq4f4L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41hPqht6bBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31-LDtBe6uL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51soHodTX7L.jpg']",4.283898305084746
87,"Brianna's Home Style Poppy Seed Dressing, 12 Fl Oz",$3.29,B000R93K1U,"['https://images-na.ssl-images-amazon.com/images/I/31CpHOjy5qL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41jCHA0p20L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31A0CfLkI7L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51DvtebP6zL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41aSM0ppXPL.jpg']",4.76
88,"Pop Secret Popcorn, Homestyle, 3.2 Ounce Microwave Bags, 3 Count Box",$2.28,B000R95BDK,"['https://images-na.ssl-images-amazon.com/images/I/61ibK9OC52L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/519fCuhQdYL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51J3ylW%2B2yL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51O2EXe84YL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61q4zDXMDnL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61hwPqewFsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31oltCCyTYL.jpg']",4.171846435100549
89,"Betty Crocker Chocolate Chip Cookie Mix, 17.5 oz",$1.98,B000R95BH6,"['https://images-na.ssl-images-amazon.com/images/I/61scOkghsHL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51FjnbZn13L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31yncihKiWL.jpg']",4.42
90,Glad Food Storage Containers - Soup and Salad Containers - 24 Ounce - 5 Count,$3.59,B000RA6GMY,"['https://images-na.ssl-images-amazon.com/images/I/514SG83TMCL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Orsgis2%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51VyTFKUGhL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51XvbHdQWrL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/416bkAeEm9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51L3ezzl-FL.jpg']",4.371287128712871
91,"ReaLime 100% Lime Juice, 8 Fluid Ounce Bottle",$1.99,B000RA6L42,"['https://images-na.ssl-images-amazon.com/images/I/5130Jb0f2NL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Tk-5NES2L.jpg']",4.542986425339366
92,"Sweet Baby Ray's Barbecue Sauce, 18 Oz",$1.99,B000RAB8IG,"['https://images-na.ssl-images-amazon.com/images/I/41WFkPHEueL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ktHT87ZIL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31C2Rgun4HL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41flJz9I7AL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41A42UWZGJL.jpg']",4.309523809523809
93,"Tea's Tea Unsweetened Pure Green Tea, 16.9 oz",$1.59,B000RAFMPG,"['https://images-na.ssl-images-amazon.com/images/I/41LJ5XvJNAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/412OVmmtFvL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41SDZZBJs3L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/318wkfRYlTL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Hw2Klw13L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41H9l91O6tL.jpg']",4.456641053787047
94,"Starbucks Breakfast Blend Medium Roast Ground Coffee, 12-Ounce Bag",$6.74,B000RK4GNA,"['https://images-na.ssl-images-amazon.com/images/I/41SB5sDH8YL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/514tL4CPVeL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41RQLItndBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61rnPEXRVAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31kdJb1WxbL.jpg']",3.9298245614035086
95,"Grey Poupon Dijon Mustard, 10 oz Squeezable Bottle",$3.09,B000RK4BFI,"['https://images-na.ssl-images-amazon.com/images/I/4160ausDaDL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41p16W7DJoL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41IGvlYPOFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51gy1mDEyWL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41mMZLDIEjL.jpg']",4.584615384615384
96,"Del Monte Canned Yellow Cling Sliced Peaches in 100% Fruit Juice, 15-Ounce",$1.89,B000RLPJRG,"['https://images-na.ssl-images-amazon.com/images/I/31Ei9Z3HS2L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Dk1ImRglL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41yuAUrZUWL.jpg']",4.246753246753247
97,"Stagg Silverado Beef Chili with Beans, 15 Ounce",$2.09,B000RLPKMA,"['https://images-na.ssl-images-amazon.com/images/I/41xYgAFoHkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51u8DqcY5FL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/612-8h6G2DL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61-Q5s7ienL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51fG13xElRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51jz8CB3arL.jpg']",4.337078651685394
98,"Wheat Thins Original Crackers - Family Size, 16 Ounce",$3.99,B000RLT4AE,"['https://images-na.ssl-images-amazon.com/images/I/51SDXKl8e6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/5117X8mTnfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51TOji-dBPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51byAxsRFsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51J-nuChlYL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/513CDO77XDL.jpg']",4.398058252427185
99,"Contadina Pizza Sauce, 15 Oz",$1.50,B000RLT3GO,"['https://images-na.ssl-images-amazon.com/images/I/41auh%2BavDaL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41nsJycATmL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31SURGRrAFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/517D2bSz%2BDL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Dvc3jTwsL.jpg']",4.4
100,"Rice A Roni, Chicken, 6.9 Oz",$0.99,B000RO2EJ4,"['https://images-na.ssl-images-amazon.com/images/I/41i9kcw15wL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51olLP43T6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/418UtTDxRyL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51myqyAk9AL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31pAwfHpP8L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/411ah-cIerL.jpg']",4.666666666666667
101,"Quaker Oats, Old Fashioned, 18 Oz",$2.44,B000RPUCQK,"['https://images-na.ssl-images-amazon.com/images/I/419w0yUGLgL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51mUHrgVgkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51wr4Pfc1KL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51tXo-U-mGL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41aHIGe0QhL.jpg']",4.1441441441441444
102,"Idahoan Mashed Potatoes, Butter &amp; Herb, 4 Oz",$0.99,B000RPUCOM,"['https://images-na.ssl-images-amazon.com/images/I/51oqhlgtekL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51tO6bbZKPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31WxN3NE5CL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51vMwNMucTL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/515DcTVawlL.jpg']",4.690140845070423
103,"C&amp;H Sugar Baker's Sugar, Pure Cane Ultrafine, 4 Pounds",$4.18,B000RPTYXC,"['https://images-na.ssl-images-amazon.com/images/I/41yq7chmNML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41-MN0n6oyL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/417i-dBegtL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41w%2BdTJwvNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/317YmMXFjoL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Xjmg2FZRL.jpg']",4.72
